Year,Month,Day,Open,High,Low,Close,Volumn,Return,QPL1,QPL2,QPL3,QPL4,QPL-1,QPL-2,QPL-3,QPL-4
2019,6,7,75.61300000,75.74300000,75.48100000,75.57900000,101465,1.00000000,75.94756419,76.81379836,77.88973830,79.09781338,72.21672758,73.33681388,74.36405129,75.21222440
2019,6,6,75.57800000,75.76600000,75.26600000,75.61300000,99864,1.00044986,75.98173000,76.84835385,77.92477781,79.13339636,72.24921502,73.36980521,74.39750473,75.24605941
2019,6,5,75.59100000,75.89300000,75.39500000,75.57500000,100058,0.99949744,75.94354469,76.80973301,77.88561600,79.09362715,72.21290552,73.33293255,74.36011559,75.20824381
2019,6,4,75.38600000,75.68200000,75.06800000,75.58800000,106178,1.00017201,75.95660808,76.82294540,77.89901346,79.10723241,72.22532720,73.34554688,74.37290661,75.22118073
2019,6,3,75.01200000,75.47600000,74.96100000,75.38500000,109361,0.99731439,75.75261814,76.61662882,77.68980698,78.89478111,72.03135803,73.14856924,74.17316988,75.01916586
2019,5,31,75.75400000,75.77800000,75.07800000,75.09600000,82406,0.99616635,75.46220882,76.32290718,77.39197114,78.59232583,71.75521473,72.86814294,73.88881562,74.73156834
2019,5,30,75.79400000,76.15600000,75.62100000,75.75300000,93335,1.00874880,76.12241271,76.99064115,78.06905814,79.27991449,72.38298686,73.50565186,74.53525420,75.38538000
2019,5,29,75.70700000,75.85400000,75.44500000,75.79400000,84236,1.00054123,76.16361265,77.03231100,78.11131167,79.32282337,72.42216290,73.54543553,74.57559512,75.42618103
2019,5,28,75.70100000,75.94400000,75.54100000,75.70700000,52400,0.99885215,76.07618839,76.94388961,78.02165175,79.23177282,72.33903326,73.46101654,74.48999366,75.33960323
2019,5,27,75.72000000,76.00000000,75.70600000,75.74300000,77753,1.00047552,76.11236395,76.98047777,78.05875240,79.26944891,72.37343173,73.49594853,74.52541495,75.37542853
2019,5,24,75.61300000,75.82300000,75.38200000,75.71200000,89808,0.99959072,76.08121277,76.94897130,78.02680461,79.23700561,72.34381082,73.46586820,74.49491328,75.34457897
2019,5,23,75.92600000,75.93000000,75.43800000,75.61400000,73825,0.99870562,75.98273487,76.84937019,77.92580838,79.13444292,72.25017054,73.37077555,74.39848865,75.24705455
2019,5,22,76.04700000,76.17600000,75.82400000,75.92600000,82711,1.00412622,76.29625635,77.16646760,78.24734741,79.46096904,72.54829064,73.67351951,74.70547319,75.55754045
2019,5,21,76.01000000,76.27400000,75.61300000,76.04600000,81072,1.00158049,76.41684154,77.28842814,78.37101627,79.58655601,72.66295221,73.78995949,74.82354416,75.67695811
2019,5,20,76.08200000,76.38200000,75.80300000,76.01000000,92519,0.99952660,76.38066598,77.25183998,78.33391561,79.54887992,72.62855374,73.75502750,74.78812287,75.64113281
2019,5,17,75.68600000,75.83200000,75.32300000,75.56400000,79591,0.99413235,75.93249105,76.79855329,77.87427969,79.08211501,72.20239488,73.32225889,74.34929242,75.19729720
2019,5,16,75.91600000,75.99200000,75.39200000,75.68600000,87234,1.00161453,76.05508598,76.92254651,78.00000970,79.20979510,72.31896748,73.44063954,74.46933124,75.31870514
2019,5,15,76.09200000,76.15800000,75.51600000,75.91500000,82316,1.00302566,76.28520271,77.15528788,78.23601110,79.44945690,72.53777999,73.66284584,74.69465001,75.54659384
2019,5,14,75.89800000,76.35100000,75.78100000,76.09300000,94348,1.00234473,76.46407074,77.33619602,78.41945324,79.63574424,72.70786133,73.83556516,74.86978863,75.72373002
